MGYP003699978369.domain2.pdb	AF-A0A1G7MUX5-F1-model_v4.domain2.pdb
MGYP003702606981.domain0.pdb	MGYP003702606981.domain0.pdb
MGYP003702606981.domain1.pdb	MGYP003702606981.domain1.pdb
MGYP003704064741.domain0.pdb	MGYP003704064741.domain0.pdb
MGYP003704961191.domain0.pdb	MGYP003704961191.domain0.pdb
MGYP003705779735.domain0.pdb	MGYP003705779735.domain0.pdb
MGYP003708809135.domain0.pdb	MGYP003708809135.domain0.pdb
MGYP003708809135.domain0.pdb	AF-A0A7T9NA13-F1-model_v4.domain0.pdb
MGYP003717818355.domain1.pdb	MGYP003717818355.domain1.pdb
MGYP003732921705.domain1.pdb	MGYP003732921705.domain1.pdb
MGYP003732921705.domain1.pdb	MGYP000213647083.domain5.pdb
MGYP003736439713.domain0.pdb	MGYP003736439713.domain0.pdb
MGYP003749084497.domain1.pdb	MGYP003749084497.domain1.pdb
MGYP003754654061.domain0.pdb	MGYP003754654061.domain0.pdb
MGYP003755487377.domain5.pdb	MGYP003755487377.domain5.pdb
MGYP003767705679.domain0.pdb	MGYP003767705679.domain0.pdb
MGYP003776881417.domain0.pdb	MGYP003776881417.domain0.pdb
MGYP003779518399.domain0.pdb	MGYP003779518399.domain0.pdb
MGYP003786435581.domain0.pdb	MGYP003786435581.domain0.pdb
MGYP003789199341.domain0.pdb	MGYP003789199341.domain0.pdb
MGYP003791964987.domain5.pdb	MGYP003791964987.domain5.pdb
MGYP003794727235.domain0.pdb	MGYP003794727235.domain0.pdb
MGYP003798241147.domain1.pdb	MGYP003798241147.domain1.pdb
MGYP003800077657.domain0.pdb	MGYP003800077657.domain0.pdb
MGYP003801081937.domain0.pdb	MGYP003801081937.domain0.pdb
MGYP003813054589.domain5.pdb	MGYP003813054589.domain5.pdb
MGYP003813054589.domain5.pdb	MGYP001589983615.domain0.pdb
MGYP003814230823.domain5.pdb	MGYP003814230823.domain5.pdb
MGYP003814230823.domain5.pdb	AF-A0A7C3X169-F1-model_v4.domain5.pdb
MGYP003818894651.domain1.pdb	MGYP003818894651.domain1.pdb
MGYP003821376045.domain1.pdb	MGYP003821376045.domain1.pdb
MGYP003865249047.domain0.pdb	MGYP003865249047.domain0.pdb
MGYP003869546871.domain0.pdb	MGYP003869546871.domain0.pdb
MGYP003873237423.domain1.pdb	MGYP003873237423.domain1.pdb
MGYP003873343319.domain0.pdb	MGYP003873343319.domain0.pdb
MGYP003873343319.domain0.pdb	AF-A0A3R7DP89-F1-model_v4.domain0.pdb
MGYP003873343319.domain0.pdb	MGYP000689848064.domain0.pdb
MGYP003876304689.domain5.pdb	MGYP003876304689.domain5.pdb
MGYP003878794007.domain1.pdb	MGYP003878794007.domain1.pdb
MGYP003878794007.domain4.pdb	MGYP003878794007.domain4.pdb
MGYP003879574313.domain0.pdb	MGYP003879574313.domain0.pdb
MGYP003893561483.domain0.pdb	MGYP003893561483.domain0.pdb
MGYP003894713575.domain0.pdb	MGYP003894713575.domain0.pdb
MGYP003920310651.domain1.pdb	MGYP003920310651.domain1.pdb
MGYP003946280351.domain1.pdb	MGYP003946280351.domain1.pdb
MGYP003946280351.domain1.pdb	AF-A0A1Q7JDW4-F1-model_v4.domain1.pdb
MGYP003946280351.domain1.pdb	MGYP000850508577.domain1.pdb
MGYP003946280351.domain1.pdb	MGYP001344897776.domain1.pdb
MGYP003946280351.domain1.pdb	AF-A0A2V8DX30-F1-model_v4.domain1.pdb
MGYP003946280351.domain1.pdb	MGYP001564600438.domain1.pdb
MGYP003947156129.domain0.pdb	MGYP003947156129.domain0.pdb
MGYP003948188819.domain0.pdb	MGYP003948188819.domain0.pdb
MGYP003949641665.domain5.pdb	MGYP003949641665.domain5.pdb
MGYP003949641665.domain5.pdb	MGYP000719439045.domain5.pdb
MGYP003949641665.domain5.pdb	AF-A0A355WJD0-F1-model_v4.domain0.pdb
MGYP003949641665.domain5.pdb	MGYP000589686015.domain0.pdb
MGYP003949641665.domain5.pdb	MGYP002377642849.domain1.pdb
MGYP003950011669.domain0.pdb	MGYP003950011669.domain0.pdb
MGYP003951158517.domain5.pdb	MGYP003951158517.domain5.pdb
MGYP003952210895.domain0.pdb	MGYP003952210895.domain0.pdb
MGYP003953401555.domain3.pdb	MGYP003953401555.domain3.pdb
MGYP003953401555.domain3.pdb	AF-A0A2S6SCT4-F1-model_v4.domain5.pdb
MGYP003953401555.domain3.pdb	MGYP001162365986.domain5.pdb
MGYP003954857159.domain0.pdb	MGYP003954857159.domain0.pdb
MGYP003954857159.domain0.pdb	MGYP000365509656.domain0.pdb
MGYP003954857159.domain0.pdb	AF-A0A2E2VYP6-F1-model_v4.domain0.pdb
MGYP003954857159.domain0.pdb	AF-A0A2A5CHH5-F1-model_v4.domain0.pdb
MGYP003955074931.domain1.pdb	MGYP003955074931.domain1.pdb
MGYP003957081109.domain0.pdb	MGYP003957081109.domain0.pdb
MGYP003957081109.domain0.pdb	MGYP000241536345.domain0.pdb
MGYP003957081109.domain0.pdb	MGYP000764396910.domain0.pdb
MGYP003957081109.domain0.pdb	MGYP000934264840.domain0.pdb
MGYP003957081109.domain0.pdb	MGYP000968879587.domain0.pdb
MGYP003957081109.domain0.pdb	MGYP003394763485.domain0.pdb
MGYP003958563095.domain0.pdb	MGYP003958563095.domain0.pdb
MGYP003959011891.domain0.pdb	MGYP003959011891.domain0.pdb
MGYP003959011891.domain0.pdb	MGYP001213833764.domain0.pdb
MGYP003959610579.domain0.pdb	MGYP003959610579.domain0.pdb
MGYP003960196063.domain1.pdb	MGYP003960196063.domain1.pdb
MGYP003962164789.domain1.pdb	MGYP003962164789.domain1.pdb
MGYP003963932637.domain0.pdb	MGYP003963932637.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003965455017.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A382YUK6-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2E5AVZ4-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001200101657.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2D7JYV5-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A354GH59-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A381X6T2-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000441360627.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003139125028.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000915600335.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001584023382.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003387756042.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003320550341.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2E6ZIW5-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2D7BZ70-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2E1K0H2-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003641140586.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2G2LH28-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A7J4UJT2-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000089830292.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000114629464.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000279724386.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003337507725.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000120027386.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000509289934.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000088282216.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000247585228.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000677059758.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003136454174.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003306050477.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003624394144.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000194537867.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000473406132.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000016537277.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003347266240.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000182448836.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003111612160.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003342447355.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003352499462.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001006532947.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000695599718.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000949762290.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001196883525.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001433033320.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003322328852.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003629755435.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003678938182.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003995689249.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000134373099.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000414902099.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001407548091.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000016293994.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001156963427.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003145933068.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003110773536.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000326159901.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001495511171.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003132807185.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000455902723.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001571412763.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001601810283.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP002629748330.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003110304889.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003110860044.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003652392351.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003659138921.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003347077635.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001082278564.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001364410987.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001382022309.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003649285749.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2E3G829-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003336832868.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001317630396.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001766816220.domain1.pdb
MGYP003965455017.domain0.pdb	MGYP003651669407.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000108224416.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001127880570.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000146285865.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003117564913.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001202810621.domain1.pdb
MGYP003965455017.domain0.pdb	AF-A0A1Z9NED0-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000061873266.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000011719119.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003302951874.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000109048782.domain1.pdb
MGYP003965455017.domain0.pdb	MGYP001158317537.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003116733771.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003139613003.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003150443779.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000709502629.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001440203387.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003334089695.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001160807657.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001363204163.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001385853368.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001403652945.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003666335073.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003335203958.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000885024972.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP002630656918.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003678351606.domain1.pdb
MGYP003965455017.domain0.pdb	MGYP001328087762.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003653789602.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001448516594.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001497052153.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000217647784.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003114922460.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003119265187.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003337367940.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000371158464.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003109485071.domain0.pdb
MGYP003965455017.domain0.pdb	AF-A0A2E1F8W6-F1-model_v4.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003348671623.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003962059505.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003943378489.domain1.pdb
MGYP003965455017.domain0.pdb	MGYP003450450187.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003655044724.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001298302272.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000044170299.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000855153921.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000119318187.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000650795245.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003325565954.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP001127737890.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000253519951.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003690370739.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003656602415.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003703460811.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003335925249.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000034227220.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000954109606.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003333194551.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003336735648.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003338266755.domain1.pdb
MGYP003965455017.domain0.pdb	MGYP003346218286.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000340900738.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003346992599.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000163855999.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP000296669149.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003350947639.domain0.pdb
MGYP003965455017.domain0.pdb	MGYP003704461359.domain0.pdb
MGYP003965601453.domain0.pdb	MGYP003965601453.domain0.pdb
MGYP003966011495.domain0.pdb	MGYP003966011495.domain0.pdb
MGYP003966417529.domain0.pdb	MGYP003966417529.domain0.pdb
MGYP003967014613.domain0.pdb	MGYP003967014613.domain0.pdb
MGYP003967014613.domain0.pdb	AF-A0A1F5T937-F1-model_v4.domain0.pdb
MGYP003967014613.domain0.pdb	AF-A0A2H0V7W2-F1-model_v4.domain0.pdb
MGYP003967585229.domain0.pdb	MGYP003967585229.domain0.pdb
MGYP003968640081.domain0.pdb	MGYP003968640081.domain0.pdb
MGYP003969505679.domain0.pdb	MGYP003969505679.domain0.pdb
MGYP003969730905.domain0.pdb	MGYP003969730905.domain0.pdb
MGYP003969730905.domain0.pdb	MGYP003985015645.domain0.pdb
MGYP003970777189.domain5.pdb	MGYP003970777189.domain5.pdb
MGYP003970777189.domain5.pdb	AF-A0A2E1X258-F1-model_v4.domain5.pdb
MGYP003971146213.domain0.pdb	MGYP003971146213.domain0.pdb
MGYP003971442461.domain0.pdb	MGYP003971442461.domain0.pdb
MGYP003971442461.domain0.pdb	AF-A0A2E7LLN7-F1-model_v4.domain0.pdb
MGYP003971442461.domain0.pdb	AF-A0A660TKV5-F1-model_v4.domain0.pdb
MGYP003971464895.domain5.pdb	MGYP003971464895.domain5.pdb
MGYP003972034361.domain0.pdb	MGYP003972034361.domain0.pdb
MGYP003972399753.domain0.pdb	MGYP003972399753.domain0.pdb
MGYP003973336341.domain0.pdb	MGYP003973336341.domain0.pdb
AF-A0A0B3ATQ9-F1-model_v4.domain1.pdb	AF-A0A0B3ATQ9-F1-model_v4.domain1.pdb
AF-A0A0B3AWS6-F1-model_v4.domain0.pdb	AF-A0A0B3AWS6-F1-model_v4.domain0.pdb
AF-A0A0B3W5I5-F1-model_v4.domain0.pdb	AF-A0A0B3W5I5-F1-model_v4.domain0.pdb
AF-A0A0B4CJA5-F1-model_v4.domain0.pdb	AF-A0A0B4CJA5-F1-model_v4.domain0.pdb
AF-A0A0B4XRD9-F1-model_v4.domain5.pdb	AF-A0A0B4XRD9-F1-model_v4.domain5.pdb
AF-A0A0B4XRD9-F1-model_v4.domain5.pdb	MGYP003110272624.domain5.pdb
AF-A0A0B5FP92-F1-model_v4.domain0.pdb	AF-A0A0B5FP92-F1-model_v4.domain0.pdb
AF-A0A0B5HVS9-F1-model_v4.domain2.pdb	AF-A0A0B5HVS9-F1-model_v4.domain2.pdb
AF-A0A0B5QKI9-F1-model_v4.domain0.pdb	AF-A0A0B5QKI9-F1-model_v4.domain0.pdb
AF-A0A0B6CUK7-F1-model_v4.domain0.pdb	AF-A0A0B6CUK7-F1-model_v4.domain0.pdb
AF-A0A0B7GZV9-F1-model_v4.domain2.pdb	AF-A0A0B7GZV9-F1-model_v4.domain2.pdb
AF-A0A0B7NRQ0-F1-model_v4.domain0.pdb	AF-A0A0B7NRQ0-F1-model_v4.domain0.pdb
AF-A0A0C1GTW0-F1-model_v4.domain1.pdb	AF-A0A0C1GTW0-F1-model_v4.domain1.pdb
AF-A0A0C1HE98-F1-model_v4.domain1.pdb	AF-A0A0C1HE98-F1-model_v4.domain1.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A0C1HLM6-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A0H5DRK2-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A1F8JJA4-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A2A4X6L9-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A2H9SQG0-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A450YW43-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A6M1YFK4-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A6M1ZT07-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A6M2A701-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A7V9UH07-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A7W1YWU3-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-F8LDD7-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-Q6MC71-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A486XIS6-F1-model_v4.domain0.pdb
AF-A0A0C1HLM6-F1-model_v4.domain0.pdb	AF-A0A7W0FUH5-F1-model_v4.domain0.pdb
AF-A0A0C1JZL6-F1-model_v4.domain5.pdb	AF-A0A0C1JZL6-F1-model_v4.domain5.pdb
AF-A0A0C1JZL6-F1-model_v4.domain5.pdb	MGYP000718164063.domain2.pdb
AF-A0A0C1JZL6-F1-model_v4.domain5.pdb	MGYP003420578160.domain1.pdb
AF-A0A0C1JZL6-F1-model_v4.domain5.pdb	AF-A0A3B8UEE2-F1-model_v4.domain5.pdb
AF-A0A0C1JZL6-F1-model_v4.domain5.pdb	MGYP001438481441.domain1.pdb
AF-A0A0C1MT31-F1-model_v4.domain2.pdb	AF-A0A0C1MT31-F1-model_v4.domain2.pdb
AF-A0A0C2AJP2-F1-model_v4.domain0.pdb	AF-A0A0C2AJP2-F1-model_v4.domain0.pdb
AF-A0A0C2R2V7-F1-model_v4.domain0.pdb	AF-A0A0C2R2V7-F1-model_v4.domain0.pdb
AF-A0A0C2WB04-F1-model_v4.domain5.pdb	AF-A0A0C2WB04-F1-model_v4.domain5.pdb
AF-A0A0C2ZAF7-F1-model_v4.domain0.pdb	AF-A0A0C2ZAF7-F1-model_v4.domain0.pdb
AF-A0A0C4F9E6-F1-model_v4.domain0.pdb	AF-A0A0C4F9E6-F1-model_v4.domain0.pdb
AF-A0A0C4YI11-F1-model_v4.domain0.pdb	AF-A0A0C4YI11-F1-model_v4.domain0.pdb
AF-A0A0C4YI87-F1-model_v4.domain0.pdb	AF-A0A0C4YI87-F1-model_v4.domain0.pdb
AF-A0A0C5CH60-F1-model_v4.domain3.pdb	AF-A0A0C5CH60-F1-model_v4.domain3.pdb
AF-A0A0C9RC75-F1-model_v4.domain0.pdb	AF-A0A0C9RC75-F1-model_v4.domain0.pdb
AF-A0A0C9RLJ3-F1-model_v4.domain0.pdb	AF-A0A0C9RLJ3-F1-model_v4.domain0.pdb
AF-A0A0D0EA36-F1-model_v4.domain0.pdb	AF-A0A0D0EA36-F1-model_v4.domain0.pdb
AF-A0A0D1EFW8-F1-model_v4.domain1.pdb	AF-A0A0D1EFW8-F1-model_v4.domain1.pdb
AF-A0A0D1Y3R9-F1-model_v4.domain0.pdb	AF-A0A0D1Y3R9-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-A0A0D2IK07-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-A0A0D2GAT6-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-A0A177EUD5-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-U1FYT2-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-A0A3D8RWS0-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-A0A0C3D3S7-F1-model_v4.domain0.pdb
AF-A0A0D2IK07-F1-model_v4.domain0.pdb	AF-A0A5M9K5Q8-F1-model_v4.domain0.pdb
